run,type,module,name,attrname,attrvalue,value
scenario_100-2-20210826-14:48:07-19048,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_100-2-20210826-14:48:07-19048,param,,,**.wlan[*].mac.numRetries,0,
scenario_100-2-20210826-14:48:07-19048,param,,,**.rlc.typename,"""DummyRlc""",
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].numApps,1,
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_100-2-20210826-14:48:07-19048,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_100-2-20210826-14:48:07-19048,param,,,*.groundStation.numApps,1,
scenario_100-2-20210826-14:48:07-19048,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_100-2-20210826-14:48:07-19048,param,,,*.groundStation.app[*].localPort,1000,
scenario_100-8-20210826-14:49:13-8104,runattr,,,configname,scenario_100,
scenario_100-8-20210826-14:49:13-8104,runattr,,,datetime,20210826-14:49:13,
scenario_100-8-20210826-14:49:13-8104,runattr,,,experiment,scenario_100,
scenario_100-8-20210826-14:49:13-8104,runattr,,,inifile,omnet-summit.ini,
scenario_100-8-20210826-14:49:13-8104,runattr,,,iterationvars,,
scenario_100-8-20210826-14:49:13-8104,runattr,,,iterationvarsf,,
scenario_100-8-20210826-14:49:13-8104,runattr,,,measurement,,
scenario_100-8-20210826-14:49:13-8104,runattr,,,network,example_simulation,
scenario_100-8-20210826-14:49:13-8104,runattr,,,processid,8104,
scenario_100-8-20210826-14:49:13-8104,runattr,,,repetition,8,
scenario_100-8-20210826-14:49:13-8104,runattr,,,replication,#8,
scenario_100-8-20210826-14:49:13-8104,runattr,,,resultdir,results,
scenario_100-8-20210826-14:49:13-8104,runattr,,,runnumber,8,
scenario_100-8-20210826-14:49:13-8104,runattr,,,seedset,8,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.is3D,true,
scenario_100-8-20210826-14:49:13-8104,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_100-8-20210826-14:49:13-8104,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_100-8-20210826-14:49:13-8104,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.**.bitrate,100Mbps,
scenario_100-8-20210826-14:49:13-8104,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.configurator.interfaces,"""wlan0""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_100-8-20210826-14:49:13-8104,param,,,**.slotDuration,2ms,
scenario_100-8-20210826-14:49:13-8104,param,,,**.frameLength,10,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].mac.headerLength,23B,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_100-8-20210826-14:49:13-8104,param,,,**.wlan[*].mac.numRetries,0,
scenario_100-8-20210826-14:49:13-8104,param,,,**.rlc.typename,"""DummyRlc""",
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].numApps,1,
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_100-8-20210826-14:49:13-8104,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_100-8-20210826-14:49:13-8104,param,,,*.groundStation.numApps,1,
scenario_100-8-20210826-14:49:13-8104,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_100-8-20210826-14:49:13-8104,param,,,*.groundStation.app[*].localPort,1000,
scenario_100-4-20210826-14:48:37-13484,runattr,,,configname,scenario_100,
scenario_100-4-20210826-14:48:37-13484,runattr,,,datetime,20210826-14:48:37,
scenario_100-4-20210826-14:48:37-13484,runattr,,,experiment,scenario_100,
scenario_100-4-20210826-14:48:37-13484,runattr,,,inifile,omnet-summit.ini,
scenario_100-4-20210826-14:48:37-13484,runattr,,,iterationvars,,
scenario_100-4-20210826-14:48:37-13484,runattr,,,iterationvarsf,,
scenario_100-4-20210826-14:48:37-13484,runattr,,,measurement,,
scenario_100-4-20210826-14:48:37-13484,runattr,,,network,example_simulation,
scenario_100-4-20210826-14:48:37-13484,runattr,,,processid,13484,
scenario_100-4-20210826-14:48:37-13484,runattr,,,repetition,4,
scenario_100-4-20210826-14:48:37-13484,runattr,,,replication,#4,
scenario_100-4-20210826-14:48:37-13484,runattr,,,resultdir,results,
scenario_100-4-20210826-14:48:37-13484,runattr,,,runnumber,4,
scenario_100-4-20210826-14:48:37-13484,runattr,,,seedset,4,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.is3D,true,
scenario_100-4-20210826-14:48:37-13484,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_100-4-20210826-14:48:37-13484,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_100-4-20210826-14:48:37-13484,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.**.bitrate,100Mbps,
scenario_100-4-20210826-14:48:37-13484,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.configurator.interfaces,"""wlan0""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_100-4-20210826-14:48:37-13484,param,,,**.slotDuration,2ms,
scenario_100-4-20210826-14:48:37-13484,param,,,**.frameLength,10,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].mac.headerLength,23B,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_100-4-20210826-14:48:37-13484,param,,,**.wlan[*].mac.numRetries,0,
scenario_100-4-20210826-14:48:37-13484,param,,,**.rlc.typename,"""DummyRlc""",
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].numApps,1,
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_100-4-20210826-14:48:37-13484,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_100-4-20210826-14:48:37-13484,param,,,*.groundStation.numApps,1,
scenario_100-4-20210826-14:48:37-13484,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_100-4-20210826-14:48:37-13484,param,,,*.groundStation.app[*].localPort,1000,
scenario_100-3-20210826-14:48:07-18220,runattr,,,configname,scenario_100,
scenario_100-3-20210826-14:48:07-18220,runattr,,,datetime,20210826-14:48:07,
scenario_100-3-20210826-14:48:07-18220,runattr,,,experiment,scenario_100,
scenario_100-3-20210826-14:48:07-18220,runattr,,,inifile,omnet-summit.ini,
scenario_100-3-20210826-14:48:07-18220,runattr,,,iterationvars,,
scenario_100-3-20210826-14:48:07-18220,runattr,,,iterationvarsf,,
scenario_100-3-20210826-14:48:07-18220,runattr,,,measurement,,
scenario_100-3-20210826-14:48:07-18220,runattr,,,network,example_simulation,
scenario_100-3-20210826-14:48:07-18220,runattr,,,processid,18220,
scenario_100-3-20210826-14:48:07-18220,runattr,,,repetition,3,
scenario_100-3-20210826-14:48:07-18220,runattr,,,replication,#3,
scenario_100-3-20210826-14:48:07-18220,runattr,,,resultdir,results,
scenario_100-3-20210826-14:48:07-18220,runattr,,,runnumber,3,
scenario_100-3-20210826-14:48:07-18220,runattr,,,seedset,3,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.is3D,true,
scenario_100-3-20210826-14:48:07-18220,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_100-3-20210826-14:48:07-18220,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_100-3-20210826-14:48:07-18220,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.**.bitrate,100Mbps,
scenario_100-3-20210826-14:48:07-18220,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.configurator.interfaces,"""wlan0""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_100-3-20210826-14:48:07-18220,param,,,**.slotDuration,2ms,
scenario_100-3-20210826-14:48:07-18220,param,,,**.frameLength,10,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].mac.headerLength,23B,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_100-3-20210826-14:48:07-18220,param,,,**.wlan[*].mac.numRetries,0,
scenario_100-3-20210826-14:48:07-18220,param,,,**.rlc.typename,"""DummyRlc""",
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].numApps,1,
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_100-3-20210826-14:48:07-18220,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_100-3-20210826-14:48:07-18220,param,,,*.groundStation.numApps,1,
scenario_100-3-20210826-14:48:07-18220,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_100-3-20210826-14:48:07-18220,param,,,*.groundStation.app[*].localPort,1000,
scenario_100-9-20210826-14:49:14-12856,runattr,,,configname,scenario_100,
scenario_100-9-20210826-14:49:14-12856,runattr,,,datetime,20210826-14:49:14,
scenario_100-9-20210826-14:49:14-12856,runattr,,,experiment,scenario_100,
scenario_100-9-20210826-14:49:14-12856,runattr,,,inifile,omnet-summit.ini,
scenario_100-9-20210826-14:49:14-12856,runattr,,,iterationvars,,
scenario_100-9-20210826-14:49:14-12856,runattr,,,iterationvarsf,,
scenario_100-9-20210826-14:49:14-12856,runattr,,,measurement,,
scenario_100-9-20210826-14:49:14-12856,runattr,,,network,example_simulation,
scenario_100-9-20210826-14:49:14-12856,runattr,,,processid,12856,
scenario_100-9-20210826-14:49:14-12856,runattr,,,repetition,9,
scenario_100-9-20210826-14:49:14-12856,runattr,,,replication,#9,
scenario_100-9-20210826-14:49:14-12856,runattr,,,resultdir,results,
scenario_100-9-20210826-14:49:14-12856,runattr,,,runnumber,9,
scenario_100-9-20210826-14:49:14-12856,runattr,,,seedset,9,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.is3D,true,
scenario_100-9-20210826-14:49:14-12856,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_100-9-20210826-14:49:14-12856,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_100-9-20210826-14:49:14-12856,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.**.bitrate,100Mbps,
scenario_100-9-20210826-14:49:14-12856,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.configurator.interfaces,"""wlan0""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Rx_antenna_gain,3,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Tx_loss,4,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Rx_loss,4,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Noise_figure,6,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.Thermal_noise_density,-174,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.frequency,960,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.SNR_margin,0,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].typename,"""TdmaInterface""",
scenario_100-9-20210826-14:49:14-12856,param,,,**.slotDuration,2ms,
scenario_100-9-20210826-14:49:14-12856,param,,,**.frameLength,10,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].mac.headerLength,23B,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].mac.ackTimeout,1.99ms,
scenario_100-9-20210826-14:49:14-12856,param,,,**.wlan[*].mac.numRetries,0,
scenario_100-9-20210826-14:49:14-12856,param,,,**.rlc.typename,"""DummyRlc""",
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].numApps,1,
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].app[*].typename,"""UdpTraceBasedApp""",
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].app[0].destAddresses,"""groundStation""",
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].app[0].traceFile,"""Simulation_data_100_aircraft/data-traffic/data_aircraft_"" + string(parentIndex()) + "".csv""",
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].app[0].destPort,1000,
scenario_100-9-20210826-14:49:14-12856,param,,,*.aircraft[*].app[0].messageLength,1000B,
scenario_100-9-20210826-14:49:14-12856,param,,,*.groundStation.numApps,1,
scenario_100-9-20210826-14:49:14-12856,param,,,*.groundStation.app[*].typename,"""UdpSink""",
scenario_100-9-20210826-14:49:14-12856,param,,,*.groundStation.app[*].localPort,1000,
scenario_100-6-20210826-14:48:38-596,runattr,,,configname,scenario_100,
scenario_100-6-20210826-14:48:38-596,runattr,,,datetime,20210826-14:48:38,
scenario_100-6-20210826-14:48:38-596,runattr,,,experiment,scenario_100,
scenario_100-6-20210826-14:48:38-596,runattr,,,inifile,omnet-summit.ini,
scenario_100-6-20210826-14:48:38-596,runattr,,,iterationvars,,
scenario_100-6-20210826-14:48:38-596,runattr,,,iterationvarsf,,
scenario_100-6-20210826-14:48:38-596,runattr,,,measurement,,
scenario_100-6-20210826-14:48:38-596,runattr,,,network,example_simulation,
scenario_100-6-20210826-14:48:38-596,runattr,,,processid,596,
scenario_100-6-20210826-14:48:38-596,runattr,,,repetition,6,
scenario_100-6-20210826-14:48:38-596,runattr,,,replication,#6,
scenario_100-6-20210826-14:48:38-596,runattr,,,resultdir,results,
scenario_100-6-20210826-14:48:38-596,runattr,,,runnumber,6,
scenario_100-6-20210826-14:48:38-596,runattr,,,seedset,6,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMinX,0m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMaxX,3000000m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMinY,0m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMaxY,1000000m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMinZ,0m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.constraintAreaMaxZ,18000m,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.typename,"""BonnMotionMobility""",
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.traceFile,"""Simulation_data_100_aircraft/mobility.txt""",
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.is3D,true,
scenario_100-6-20210826-14:48:38-596,param,,,**.aircraft[*].mobility.nodeId,-1,
scenario_100-6-20210826-14:48:38-596,param,,,*.scenarioManager.script,"xmldoc(""Simulation_data_100_aircraft/scenario.xml"")",
scenario_100-6-20210826-14:48:38-596,param,,,**.ipv4.arp.typename,"""GlobalArp""",
scenario_100-6-20210826-14:48:38-596,param,,,**.**.bitrate,100Mbps,
scenario_100-6-20210826-14:48:38-596,param,,,**.configurator.typename,"""HostAutoConfigurator""",
scenario_100-6-20210826-14:48:38-596,param,,,**.configurator.interfaces,"""wlan0""",
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.transmitter.communicationRange,800000m,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.receiver.ignoreInterference,true,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[*].radio.transmitter.interferenceRange,0m,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[*].radio.transmitter.detectionRange,800000m,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.typename,"""TraceBasedRadio""",
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.receiver.Tx_power,42,
scenario_100-6-20210826-14:48:38-596,param,,,**.wlan[0].radio.receiver.Tx_antenna_gain,3,
